LJSpeech-1.1/wavs/000001.wav|ka3 er3 pu3 / pei2 / uai4 suen1 / uan2 / hua2 ti1. 
LJSpeech-1.1/wavs/000002.wav|jia3 v3 / cuen1 ian2 bie2 / zai4 / iong1 bao4 / uo3. 
LJSpeech-1.1/wavs/000003.wav|bao3 ma3 / pei4 gua4 / bo3 / luo2 an1, diao1 chan2 / van4 / zhen3 / dong3 ueng1 / ta4. 
LJSpeech-1.1/wavs/000004.wav|deng4 xiao3 ping2 / v3 / sa1 qie4 er3 / huei4 u4. 
LJSpeech-1.1/wavs/000005.wav|lao3 hu3 / iou4 zai3 / v3 / chong3 u4 qvan3 / uan2 shua3. 
LJSpeech-1.1/wavs/000006.wav|shen1 chang2 / ve1 / u3 ch3 / er4 cuen4 / u3 fen1 / huo4 / i3 shang4. 
LJSpeech-1.1/wavs/000007.wav|zhao4 di2 / ve1 / cao2 vn2 teng2 / qv4 / guei3 u1. 
LJSpeech-1.1/wavs/000008.wav|zhan3 pin3 / suei1 iou3 / zhan3 van2 / qve4 / tuei2. 
LJSpeech-1.1/wavs/000009.wav|i3 / san3 jv1 / er2 tong2 / he2 / iou4 tuo1 / er2 tong2 / uei2 zhu3. 
LJSpeech-1.1/wavs/000010.wav|ke1 te4 ni1 / shen1 chuan1 / bao4 uen2 / da4 i1. 
LJSpeech-1.1/wavs/000011.wav|in3 cai2 / iao4 / shai1 iong4 / cai2 / ie3 / iao4 / shai1. 
LJSpeech-1.1/wavs/000012.wav|nan2 ve4 / kuen1 luen2 shan1 / v3 / xi1 zang4 / jie1 rang3. 
LJSpeech-1.1/wavs/000013.wav|ueng1 kai3 lan2, fang2 / ru3 xian4 ai2 / xvan1 chuan2 zhao4. 
LJSpeech-1.1/wavs/000014.wav|uo3 / huei2 iou4 / heng1 heng1 / zuo3 / heng1 heng1. 
LJSpeech-1.1/wavs/000015.wav|u2 vn2 bao3 / nai3 nai3 / tiao1 xvan3 / pi2 pa2. 
LJSpeech-1.1/wavs/000016.wav|c3 uai4 / guang3 ben3 / ie3 / jiang1 / iou2 / shao4 zhuang4 pai4 / zhang3 guan3. 
LJSpeech-1.1/wavs/000017.wav|iou4 man2 / u3 / niao3 niao3, zuo3 qiong2 ge1 / xi1 xi1. 
LJSpeech-1.1/wavs/000018.wav|ian3 kuang4 / kuan1 kuo4 / er2 / di1 ai3, bi2 duan3 / er2 / kuan1. 
LJSpeech-1.1/wavs/000019.wav|xia2 pu3 xian4 / ia2 / cheng2 zhen4 / u1 qi2, ua3 iao2 cuen1 / shuei3 uei4 / meng3 zhang3. 
LJSpeech-1.1/wavs/000020.wav|huo4 s1 ian4 / lu4 bei4 / xiou4 / ru3 gou1 / xing4 gan3 / re3 huo3. 
LJSpeech-1.1/wavs/000021.wav|ie3 / ke3 i3 / gei3 / ben3 / uei3 van2 / fan3 ing4 / io1. 
LJSpeech-1.1/wavs/000022.wav|iao2 lan2 / pai2 gai4 uei2 jian4 / ing1 er2 / pei4 fang1 / nai3 fen3. 
LJSpeech-1.1/wavs/000023.wav|e4 v4 lu3 uan3 / su1 / jv2 de5 / da4 bao4 v3. 
LJSpeech-1.1/wavs/000024.wav|i3 xia4 / uei4 / xve1 / man2 z5 / guan1 dian3 / zhai1 iao4. 
LJSpeech-1.1/wavs/000025.wav|chen2 v2 luo4 ian4, bi4 ve4 xiou1 hua1. 
LJSpeech-1.1/wavs/000026.wav|er2 / xv3 guan1 ing1, i4 / jiang1 / v2 / ming2 r4 / chu1 bin4. 
LJSpeech-1.1/wavs/000027.wav|a1 jiao1 / v3 / bai3 uei4 / guei3 / fen3 s1 / kuang2 huan1. 
LJSpeech-1.1/wavs/000028.wav|fang2 u1 mai3 mai4 / qi4 ve1 / he2 / shou1 tiao2. 
LJSpeech-1.1/wavs/000029.wav|liou2 uan1 er2 / dou1 / de2 / duo3 / van3 dian3. 
LJSpeech-1.1/wavs/000030.wav|hei1 xiong2 / chuang3 jin4 / uang2 ming2 / huei1 jia1 / hou4 van4 / mi4 sh2. 
LJSpeech-1.1/wavs/000031.wav|u2 / ia4 jvn1 / v3 / zhang4 fu1 / cai4 kuei2. 
LJSpeech-1.1/wavs/000032.wav|ia4 xiao1 suan1 ian2 / uei4 / uei1 xian2, i4 rong2 / v2 shuei3. 
LJSpeech-1.1/wavs/000033.wav|van4 qiang2 / bei4 / sh2 mian2 ua3 / zhe1 ian3 / shang4 / le5. 
LJSpeech-1.1/wavs/000034.wav|cheng2 in1 / tiao1 xvan3 / uo3 ian3 / zhao4 v4 min3. 
LJSpeech-1.1/wavs/000035.wav|in2 ch1 mao3 liang2, u2 i4 v2 / in3 zhen4 zh3 ke3. 
LJSpeech-1.1/wavs/000036.wav|lv2 z5 / ve4 / pao3 / ve4 / kuai4, ve4 / pao3 / ve4 / feng1 kuang2. 
LJSpeech-1.1/wavs/000037.wav|ie2 v2 / de2 / suen1 / iao2 / cha4 dian3 / bei4 guo4 / qi4 er2. 
LJSpeech-1.1/wavs/000038.wav|guang1 guen4 jie2 / ing2 xiao1 / ing4 vn4 er2 sheng1. 
LJSpeech-1.1/wavs/000039.wav|gao1 ia1 / tie3 ta3 / xia4 / de5 / di1 ai3 / peng2 u1. 
LJSpeech-1.1/wavs/000040.wav|dian4 ing3 hai3 bao4, pin2 min2 ku1 / bai3 uan4 fu4 ueng1. 
LJSpeech-1.1/wavs/000041.wav|diao1 uei2 lie4 / i3 / bei4 / ling4 an4 chu3 li3. 
